OID_,NRI_ID,STATE,STATEABBRV,STATEFIPS,POPULATION,BUILDVALUE,AGRIVALUE,AREA,EAL_SCORE,EAL_RATNG,EAL_NPCTL,EAL_VALT,EAL_VALB,EAL_VALP,EAL_VALPE,EAL_VALA,AVLN_EVNTS,AVLN_EXPB,AVLN_EXPP,AVLN_EXPPE,AVLN_EXPT,AVLN_EALB,AVLN_EALP,AVLN_EALPE,AVLN_EALT,AVLN_EALS,AVLN_EALR,CFLD_EVNTS,CFLD_EXPB,CFLD_EXPP,CFLD_EXPPE,CFLD_EXPT,CFLD_EALB,CFLD_EALP,CFLD_EALPE,CFLD_EALT,CFLD_EALS,CFLD_EALR,CWAV_EVNTS,CWAV_EXPB,CWAV_EXPP,CWAV_EXPPE,CWAV_EXPA,CWAV_EXPT,CWAV_EALB,CWAV_EALP,CWAV_EALPE,CWAV_EALA,CWAV_EALT,CWAV_EALS,CWAV_EALR,DRGT_EVNTS,DRGT_EXPA,DRGT_EXPT,DRGT_EALA,DRGT_EALT,DRGT_EALS,DRGT_EALR,ERQK_EVNTS,ERQK_EXPB,ERQK_EXPP,ERQK_EXPPE,ERQK_EXPT,ERQK_EALB,ERQK_EALP,ERQK_EALPE,ERQK_EALT,ERQK_EALS,ERQK_EALR,HAIL_EVNTS,HAIL_EXPB,HAIL_EXPP,HAIL_EXPPE,HAIL_EXPA,HAIL_EXPT,HAIL_EALB,HAIL_EALP,HAIL_EALPE,HAIL_EALA,HAIL_EALT,HAIL_EALS,HAIL_EALR,HWAV_EVNTS,HWAV_EXPB,HWAV_EXPP,HWAV_EXPPE,HWAV_EXPA,HWAV_EXPT,HWAV_EALB,HWAV_EALP,HWAV_EALPE,HWAV_EALA,HWAV_EALT,HWAV_EALS,HWAV_EALR,HRCN_EVNTS,HRCN_EXPB,HRCN_EXPP,HRCN_EXPPE,HRCN_EXPA,HRCN_EXPT,HRCN_EALB,HRCN_EALP,HRCN_EALPE,HRCN_EALA,HRCN_EALT,HRCN_EALS,HRCN_EALR,ISTM_EVNTS,ISTM_EXPB,ISTM_EXPP,ISTM_EXPPE,ISTM_EXPT,ISTM_EALB,ISTM_EALP,ISTM_EALPE,ISTM_EALT,ISTM_EALS,ISTM_EALR,LNDS_EVNTS,LNDS_EXPB,LNDS_EXPP,LNDS_EXPPE,LNDS_EXPT,LNDS_EALB,LNDS_EALP,LNDS_EALPE,LNDS_EALT,LNDS_EALS,LNDS_EALR,LTNG_EVNTS,LTNG_EXPB,LTNG_EXPP,LTNG_EXPPE,LTNG_EXPT,LTNG_EALB,LTNG_EALP,LTNG_EALPE,LTNG_EALT,LTNG_EALS,LTNG_EALR,RFLD_EVNTS,RFLD_EXPB,RFLD_EXPP,RFLD_EXPPE,RFLD_EXPA,RFLD_EXPT,RFLD_EALB,RFLD_EALP,RFLD_EALPE,RFLD_EALA,RFLD_EALT,RFLD_EALS,RFLD_EALR,SWND_EVNTS,SWND_EXPB,SWND_EXPP,SWND_EXPPE,SWND_EXPA,SWND_EXPT,SWND_EALB,SWND_EALP,SWND_EALPE,SWND_EALA,SWND_EALT,SWND_EALS,SWND_EALR,TRND_EVNTS,TRND_EXPB,TRND_EXPP,TRND_EXPPE,TRND_EXPA,TRND_EXPT,TRND_EALB,TRND_EALP,TRND_EALPE,TRND_EALA,TRND_EALT,TRND_EALS,TRND_EALR,TSUN_EVNTS,TSUN_EXPB,TSUN_EXPP,TSUN_EXPPE,TSUN_EXPT,TSUN_EALB,TSUN_EALP,TSUN_EALPE,TSUN_EALT,TSUN_EALS,TSUN_EALR,VLCN_EVNTS,VLCN_EXPB,VLCN_EXPP,VLCN_EXPPE,VLCN_EXPT,VLCN_EALB,VLCN_EALP,VLCN_EALPE,VLCN_EALT,VLCN_EALS,VLCN_EALR,WFIR_EVNTS,WFIR_EXPB,WFIR_EXPP,WFIR_EXPPE,WFIR_EXPA,WFIR_EXPT,WFIR_EALB,WFIR_EALP,WFIR_EALPE,WFIR_EALA,WFIR_EALT,WFIR_EALS,WFIR_EALR,WNTW_EVNTS,WNTW_EXPB,WNTW_EXPP,WNTW_EXPPE,WNTW_EXPA,WNTW_EXPT,WNTW_EALB,WNTW_EALP,WNTW_EALPE,WNTW_EALA,WNTW_EALT,WNTW_EALS,WNTW_EALR,NRI_VER
1,S01,Alabama,AL,01,4779736,502606477000.000000000000000,5880985000.000000000000000,50646.710241360029613,34.608908256349146,Relatively Moderate,68.627450980392155,546961689.723207473754883,282225552.008730590343475,27.858987384756411,211728304.124148726463318,53007833.590328134596348,,,,,,,,,,,Not Applicable,,15132612867.907211303710938,101025.859579398034839,767796532803.425048828125000,782929145671.332275390625000,14663.208441913897332,0.156730099320635,1191148.754836827050894,1205811.963278741575778,13.519833714347492,Relatively Low,11.000000000000000,109109829194.504943847656250,1016319.913304431596771,7724031341113.679687500000000,2128020999.999988317489624,7835269191308.184570312500000,8566.120276814668614,0.204712976265596,1555818.619618532946333,1362630.235597303137183,2927014.975492672994733,41.659141707761528,Relatively Low,1904.000000000000000,5122664207.629642486572266,5122664207.629642486572266,42206323.999339975416660,42206323.999339975416660,32.010542445430701,Relatively Moderate,,502606477000.000000000000000,4779736.000000000000000,36325993600000.000000000000000,36828600077000.000000000000000,19955630.300000000745058,0.319043300000000,2424729.079999999608845,22380359.380000002682209,14.981442052537378,Relatively Low,106.000000000000000,502606477000.000000000000000,4779736.000000000000000,36325993600000.000000000000000,5880984999.999958038330078,36834481062000.000000000000000,1946225.551266496768221,0.128127753055325,973770.923220469150692,151457.158240195334656,3071453.632727213669568,16.976285343985065,Relatively Low,24.000000000000000,501539114818.201965332031250,4775155.410470115020871,36291181119572.875000000000000,5880866990.113111495971680,36798601101381.187500000000000,97.827906484690374,1.937899797939368,14728038.464339192956686,21200.353493129830895,14749336.645738413557410,40.431105228140808,Relatively Moderate,87.000000000000000,500916673731.348388671875000,4764241.452071358449757,36208235035742.328125000000000,5833458264.889107704162598,36714985167738.562500000000000,97285841.479618653655052,0.150126250575925,1140959.504377029370517,8389676.594897540286183,106816477.578894376754761,40.476254653630839,Relatively Moderate,30.000000000000000,501691914501.681579589843750,4771418.605594641529024,36262781402519.273437500000000,36764473317020.953125000000000,1013788.427077456377447,0.100977520063793,767429.152484829421155,1781217.579562424216419,27.175467542185679,Relatively Low,12.000000000000000,209559744818.278320312500000,2109005.293107096571475,16028440227613.933593750000000,16237999972432.212890625000000,827399.011516881291755,0.393103452898721,2987586.242030277382582,3814985.253547031432390,38.117348784255555,Relatively Moderate,1973.000000000000000,502606477000.000000000000000,4779736.000000000000000,36325993600000.000000000000000,36828600077000.000000000000000,1160529.608703545527533,2.030694171575085,15433275.703970644623041,16593805.312674313783646,50.397802815570834,Relatively High,,28367102198.050239562988281,229168.153287835069932,1741677964987.546386718750000,487497709.684590339660645,1770532564895.281250000000000,53253496.398499563336372,3.131844748013688,23802020.084904026240110,328307.281479673634749,77383823.764883130788803,30.895667108013249,Relatively Moderate,76.000000000000000,502606477000.000000000000000,4779736.000000000000000,36325993600000.000000000000000,5880984999.999958038330078,36834481062000.000000000000000,6743568.766730947420001,1.467914373743081,11156149.240447411313653,205033.614135100622661,18104751.621312923729420,56.872025335191175,Relatively Moderate,1518.000000000000000,502606477000.000000000000000,4779736.000000000000000,36325993600000.000000000000000,5880985000.000000000000000,36834481062000.000000000000000,95838720.498159319162369,17.545517792562173,133345935.223472505807877,330074.604920771613251,229514730.326552599668503,64.467892285230093,Relatively High,,,,,,,,,,,Not Applicable,,,,,,,,,,,Not Applicable,,5887222770.327511787414551,62469.504767375205120,474768236232.051574707031250,88387891.214563652873039,480743846893.593627929687500,4003128.649190403986722,0.057321174082701,435640.923028527759016,1540.436799712000720,4440310.009018644690514,18.351542921357517,Relatively Low,216.000000000000000,501536609652.689025878906250,4774971.670104597695172,36289784692794.945312500000000,5880940681.586096763610840,36797202243129.218750000000000,173896.161342082021292,0.234973974660320,1785802.207418433157727,11589.311424734112734,1971287.680185112170875,38.620313865605830,Relatively Low,November 2021
2,S02,Alaska,AK,02,710231,90665460000.000000000000000,70459000.000000000000000,570885.873384095728397,16.044408204579586,Relatively Low,23.529411764705880,133903720.821683615446091,100401617.096164047718048,4.407266947575317,33495228.801572412252426,6874.923947150024105,148.000000000000000,20000000.000000000000000,100.000000000000000,760000000.000000000000000,780000000.000000000000000,15990.613768562714540,0.844473175380620,6417996.132892712019384,6433986.746661274693906,75.924991754269811,Relatively High,,367144834.550452351570129,2512.833455808042345,19097534264.141120910644531,19464679098.691570281982422,43297.151399472510093,0.001471822047896,11185.847564012472503,54482.998963484991691,4.815393944252012,Very Low,94.000000000000000,5595826962.637641906738281,53394.072275341291970,405794949292.593811035156250,4924.959797570590126,411390781180.191284179687500,1071.564225840193558,0.051569981423919,391931.858821782167070,2.450682817813910,393005.873730440274812,21.332169066340828,Relatively Low,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Very Low,,90665460000.000000000000000,710231.000000000000000,5397755600000.000000000000000,5488421060000.000000000000000,95900971.700000002980232,3.307104970000000,25133997.772000003606081,121034969.472000002861023,28.115641638526515,Relatively Moderate,1.000000000000000,90665460000.000000000000000,710231.000000000000000,5397755600000.000000000000000,53350999.999999962747097,5488474411000.000000000000000,73429.938036218256457,0.001653684571318,12568.002742020100413,698.969030922467255,86696.909809162010788,2.028975773144516,Very Low,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Very Low,,,,,,,,,,,,,Not Applicable,1.000000000000000,89924377949.085372924804688,707135.695354940020479,5374231284697.543945312500000,5464155662646.628906250000000,3517.282063550454495,0.008085013898651,61446.105629750010849,64963.387693300122919,3.448427392630034,Very Low,,,,,,,,,,,Insufficient Data,,,,,,,,,,,Insufficient Data,,2111382155.423225402832031,14255.150083855831326,108339140637.304321289062500,5750439.463347244076431,110456273232.190887451171875,1705836.163289376301691,0.076375995794298,580457.568036665790714,5916.371538341775704,2292210.102864382788539,0.656268522563693,Very Low,1.000000000000000,90665460000.000000000000000,710231.000000000000000,5397755600000.000000000000000,53350999.999999962747097,5488474411000.000000000000000,309.002466777084010,0.000074876482479,569.061266842002283,0.000000000000000,878.063733619086065,0.021516881941476,Very Low,3.000000000000000,90665460000.000000000000000,710231.000000000000000,5397755600000.000000000000000,70459000.000000000000000,5488491519000.000000000000000,304.342915754834678,0.000029888856227,227.155307322531854,0.018024350022298,531.516247427388862,0.008642474120339,Very Low,126.000000000000000,977080044.322705268859863,5674.560495252143483,43126659763.916290283203125,44103739808.238998413085938,139250.991096449579345,0.001087937908746,8268.328106470073180,147519.319202919636155,0.514401191073787,Very Low,46.000000000000000,7898924026.008778572082520,52768.946028891274182,401043989819.573730468750000,408942913845.582458496093750,2508961.417361655738205,0.040077505453701,304589.041448125673924,2813550.458809781819582,31.019585231576599,Relatively Moderate,,,,,,,,,,,,,Insufficient Data,1148.000000000000000,88697952140.955978393554688,699442.984556971117854,5315766682632.980468750000000,53350999.999999962747097,5404517985773.936523437500000,8676.929540364066270,0.075262095757461,571991.927756703225896,257.114670717944421,580925.971967786899768,25.326768594781896,Very Low,November 2021
3,S04,Arizona,AZ,04,6392017,631433128000.000000000000000,2548788000.000000000000000,113590.691628341824980,25.714887632934104,Relatively Moderate,41.176470588235290,302258542.859737634658813,148291822.689872056245804,7.014009449365956,53306471.815181262791157,100660248.354684278368950,0.000000000000000,1000000.000000000000000,5.000000000000000,38000000.000000000000000,39000000.000000000000000,47.483807495740997,0.003182717206133,24188.650766609884158,24236.134574105628417,0.139646035041822,Very Low,,,,,,,,,,,Not Applicable,1.000000000000000,19419277163.823165893554688,177451.584129862254485,1348632039386.953125000000000,41383947.908440522849560,1368092700498.684570312500000,3713.647968645264882,0.003244138188721,24655.450234276420815,15150.486303488234626,43519.584506409257301,10.243858795039333,Very Low,3080.000000000000000,1834739123.967391729354858,1834739123.967391729354858,93246729.620983809232712,93246729.620983809232712,41.691263829412947,Relatively Moderate,,631433128000.000000000000000,6392017.000000000000000,48579329200000.000000000000000,49210762328000.000000000000000,26751216.699999999254942,0.423675490000000,3219933.723999999929219,29971150.423999998718500,16.759480448319426,Relatively Low,7.000000000000000,631432572000.000000000000000,6392014.000000000000000,48579306400000.000000000000000,2548787999.999987602233887,49213287760000.000000000000000,4338914.992493411526084,0.007320815061789,55638.194469596710405,11749.015687275008531,4406302.202649910002947,19.723432766251076,Relatively Low,253.000000000000000,602821243948.141967773437500,6079526.491063145920634,46204401332079.914062500000000,2443078914.476081848144531,46809665654942.531250000000000,71.770118943390912,0.556234393800443,4227381.392883366905153,2443296.313039083499461,6670749.476042191497982,31.034850732069369,Relatively Moderate,1.000000000000000,569197655774.490722656250000,5738127.859279728494585,43609771730525.937500000000000,2406885135.209955692291260,44181376271435.640625000000000,144214.985782530042343,0.018476763654031,140423.403770639240975,5945.235011413152279,290583.624564596160781,3.774400306091032,Very Low,0.000000000000000,46060802000.000000000000000,513574.000000000000000,3903162400000.000000000000000,3949223202000.000000000000000,1955.888802626297093,0.014339742163865,108982.040445370701491,110937.929247997773928,5.747423835538121,Very Low,31.000000000000000,88905050441.325439453125000,738274.441398238646798,5610885754626.613281250000000,5699790805067.938476562500000,323957.621179770561866,0.105713072912397,803419.354134218068793,1127376.975314015056938,21.843229617086916,Relatively Low,710.000000000000000,631432572000.000000000000000,6392014.000000000000000,48579306400000.000000000000000,49210738972000.000000000000000,195245.588536686875159,1.154155269515555,8771580.048318218439817,8966825.636855099350214,37.121135658134236,Relatively Moderate,,26141089795.554889678955078,251136.541913262335584,1908637718540.793701171875000,532351586.250080704689026,1935311159922.598632812500000,7882365.422235057689250,4.369398273150047,33207426.875940356403589,4920711.151015925221145,46010503.449191406369209,23.928287380939004,Relatively Low,14.000000000000000,631432572000.000000000000000,6392014.000000000000000,48579306400000.000000000000000,2548787999.999987602233887,49213287760000.000000000000000,4436341.205871528014541,0.108666932828689,825868.689498040010221,6233.010894713322159,5268442.906264399178326,36.968747632755381,Relatively Low,147.000000000000000,631433128000.000000000000000,6392017.000000000000000,48579329200000.000000000000000,2548788000.000000000000000,49213311116000.000000000000000,1240478.110643766820431,0.140768566187569,1069841.103025523480028,2523.463149122484992,2312842.676818413194269,13.253991870343167,Very Low,,,,,,,,,,,Not Applicable,,,,,,,,,,,Not Applicable,,49796943090.568138122558594,469512.757677087094635,3568296958345.861816406250000,387056406.718990206718445,3618480957843.149414062500000,102966321.709673732519150,0.029316969977192,222808.971826657536440,7910.056118577000234,103197040.737618193030357,52.758423560334279,Relatively High,335.000000000000000,578452577666.682861328125000,5753227.720095139928162,43724530672723.062500000000000,1507092363.926679611206055,44304490342753.671875000000000,6977.562757863825937,0.079516304719525,604323.915868393611163,0.002480880450302,611301.481107093277387,25.779855114139099,Very Low,November 2021
4,S05,Arkansas,AR,05,2915918,290984489000.000000000000000,9434198000.000000000000000,52034.233206046650594,33.859489303912596,Relatively Moderate,66.666666666666657,522532735.643402993679047,189630964.113323509693146,31.335403891656856,238149069.576592087745667,94752701.953487381339073,,,,,,,,,,,Not Applicable,,,,,,,,,,,Not Applicable,1.000000000000000,63318672446.701499938964844,634759.917805192410015,4824175375319.462890625000000,2337323999.999990940093994,4889831371766.164062500000000,6908.219451791270330,0.108673067087416,825915.309864357812330,2557786.447173014283180,3390609.976489180233330,43.751668026352775,Relatively Moderate,1386.000000000000000,7115090875.715915679931641,7115090875.715915679931641,80025287.983850419521332,80025287.983850419521332,39.619556165772686,Relatively Moderate,,290984489000.000000000000000,2915918.000000000000000,22160976800000.000000000000000,22451961289000.000000000000000,51078549.100000001490116,2.040628940000000,15508779.944000000134110,66587329.043999999761581,22.602888300870998,Relatively Moderate,160.000000000000000,290983601000.000000000000000,2915918.000000000000000,22160976800000.000000000000000,9434197999.999958038330078,22461394599000.000000000000000,13293422.597132753580809,0.076981356451358,585058.309030319796875,2033611.966308899456635,15912092.872472278773785,32.671504159704817,Relatively Moderate,144.000000000000000,290983577635.997131347656250,2915917.770324523095042,22160975054466.378906250000000,9434197999.999958038330078,22461392830102.375000000000000,14789.762064649758031,3.304104531574388,25111194.439965352416039,16172.215735048133865,25142156.417765658348799,48.297608333400390,Relatively High,15.000000000000000,289728525070.393615722656250,2904687.379267927724868,22075624082436.253906250000000,9222247288.555101394653320,22374574854795.199218750000000,796852.382502881693654,0.007120065744912,54112.499661331246898,325522.397442587360274,1176487.279606774216518,7.310440995582740,Very Low,84.000000000000000,290470705939.577758789062500,2911102.201553529128432,22124376731806.820312500000000,22414847437746.398437500000000,32367866.521484896540642,0.230873164388719,1754636.049354268237948,34122502.570838630199432,86.663208151171787,Very High,7.000000000000000,111272400546.522720336914062,1103215.170529532246292,8384435296024.445312500000000,8495707696570.968750000000000,398687.036711377324536,0.430455707742829,3271463.378845497034490,3670150.415556900668889,37.492620789819576,Relatively Moderate,1886.000000000000000,290983601000.000000000000000,2915918.000000000000000,22160976800000.000000000000000,22451960401000.000000000000000,932464.653792986646295,0.998561562502998,7589067.875022787600756,8521532.528816120699048,36.139638234694218,Relatively Moderate,,20223676714.906715393066406,192304.020737325830851,1461510557603.676269531250000,2003438875.041910409927368,1483737673193.625000000000000,19630812.654304672032595,6.687463132879452,50824719.809883832931519,8930272.098338717594743,79385804.562527179718018,31.270065057825175,Relatively Moderate,103.000000000000000,290983601000.000000000000000,2915918.000000000000000,22160976800000.000000000000000,9434197999.999958038330078,22461394599000.000000000000000,10852830.741938980296254,2.400274330785854,18242084.913972493261099,117345.586030904640211,29212261.241943418979645,67.072955169515552,Relatively High,1141.000000000000000,290984489000.000000000000000,2915918.000000000000000,22160976800000.000000000000000,9434198000.000000000000000,22461395487000.000000000000000,47895175.560690775513649,14.836394032896180,112756594.650010973215103,171478.914726917428197,160823249.125428646802902,57.164990776222403,Relatively High,,,,,,,,,,,Not Applicable,,,,,,,,,,,Not Applicable,,3108380982.386796951293945,34540.817490788445866,262510212929.992187500000000,237664734.002374589443207,265856258646.381378173828125,2863672.458894226700068,0.020376941700203,154864.756921543332282,10219.766672234565704,3028756.982488001231104,16.129330674361263,Relatively Low,339.000000000000000,290983577635.997192382812500,2915917.770324523095042,22160975054466.378906250000000,9434197999.999958038330078,22461392830102.375000000000000,9498932.424353525042534,0.193497057902548,1470577.640059361932799,565004.577208626200445,11534514.641621444374323,70.488630914160709,Relatively High,November 2021
5,S06,California,CA,06,37253956,3848851508000.000000000000000,28853068000.000000000000000,155785.663610695570242,100.000000000000000,Very High,100.000000000000000,6820014603.403198242187500,4600013186.444220542907715,119.971656315425122,911784587.997231125831604,1308216828.961747169494629,54.000000000000000,20000000.000000000000000,100.000000000000000,760000000.000000000000000,780000000.000000000000000,4531.050710477304165,0.290463483192072,2207522.472259748727083,2212053.522970226127654,49.049275683996889,Relatively Moderate,,371650655933.713562011718750,3845536.678469039034098,29226078756364.695312500000000,29597729412298.410156250000000,460956.209659257903695,0.000850611552686,6464.647800410349191,467420.857459667138755,9.857819229445761,Relatively Low,1.000000000000000,144158.703893670986872,2.059410055623871,15651516.422741420567036,181.319308737353310,15795856.445943828672171,0.012552190366259,0.000001352012836,10.275297552162366,0.120181522548985,10.408031265077607,0.635855159019775,Very Low,2527.000000000000000,25893446372.654094696044922,25893446372.654094696044922,1286762593.694109201431274,1286762593.694109201431274,100.000000000000000,Very High,,3848851508000.000000000000000,37253956.000000000000000,283130065600000.000000000000000,286978917108000.000000000000000,3739124752.599999904632568,109.435884639999998,831712723.264000058174133,4570837475.863999366760254,100.000000000000000,Very High,4.000000000000000,3848850715000.000000000000000,37253954.000000000000000,283130050400000.000000000000000,28853068000.000198364257812,287007754183000.000000000000000,346385.967177227605134,0.074199577299372,563916.787475224002264,846378.177786830696277,1756680.932439126307145,13.324432517649425,Relatively Low,247.000000000000000,3544923804161.803710937500000,34400757.815967902541161,261445759401356.062500000000000,25536584457.412792205810547,265016219789975.281250000000000,3933.084375335293316,1.025410856793552,7793122.511630995199084,7614837.840313764289021,15411893.436321161687374,41.027663336601769,Relatively Moderate,0.000000000000000,540284325000.000000000000000,5459482.000000000000000,41492063200000.000000000000000,3623080000.000012397766113,42035970605000.000000000000000,2458.013268180876366,0.000194591510977,1478.895483428928401,10764.389248663190301,14701.298000272850913,0.022023794760930,Very Low,0.000000000000000,2532845736000.000000000000000,25529314.000000000000000,194022786400000.000000000000000,196555632136000.000000000000000,227086.755382025789004,0.043503502035302,330626.615468295349274,557713.370850422303192,15.781623563034302,Relatively Low,662.000000000000000,939134033801.914672851562500,7667172.360959004610777,58270509943288.437500000000000,59209643977090.351562500000000,8495344.812932025641203,1.357748614331716,10318889.468921042978764,18814234.281852729618549,72.337600682244826,Relatively High,65.000000000000000,3848811652000.000000000000000,37253711.000000000000000,283128203600000.000000000000000,286977015252000.000000000000000,290451.398588858079165,0.712639361677887,5416059.148751940578222,5706510.547340310178697,28.968189145194742,Relatively Low,,142075990761.199951171875000,1297757.825701764319092,9862959475333.408203125000000,5391065435.026579856872559,10010426531529.634765625000000,139472621.130281955003738,5.837074226373666,44361764.120439857244492,12686826.148805273696780,196521211.399526864290237,46.848917282537563,Relatively High,4.000000000000000,3848850715000.000000000000000,37253954.000000000000000,283130050400000.000000000000000,28853068000.000198364257812,287007754183000.000000000000000,440961.774083210970275,0.180646500228763,1372913.401738598011434,143068.310286651219940,1956943.486108158482239,25.975680470086900,Relatively Low,320.000000000000000,3848851508000.000000000000000,37253956.000000000000000,283130065600000.000000000000000,28853068000.000000000000000,287007770176000.000000000000000,12426299.881069976836443,0.443081906827466,3367422.491888740565628,31318.212361859983503,15825040.585320578888059,25.930784814246774,Relatively Low,140.000000000000000,45939145880.928153991699219,265713.397992346028332,2019421824741.829833984375000,2065360970622.757812500000000,417246.026960385614075,0.014721147654681,111880.722175577480812,529126.749135963036679,27.816124340926301,Relatively High,3.000000000000000,59339228026.282005310058594,555046.369699409464374,4218352409715.511718750000000,4277691637741.793457031250000,2740528.196082168724388,0.059133343423361,449413.410017540154513,3189941.606099691241980,32.345360417559597,Relatively Moderate,,165321043932.864837646484375,1350877.357630846090615,10266667917994.429687500000000,7235644156.509507179260254,10439224606083.804687500000000,695533378.730598449707031,0.415552410042711,3158198.316324600949883,121042.045597123797052,698812619.092516779899597,100.000000000000000,Very High,729.000000000000000,770146224906.748535156250000,7913825.308076194487512,60145072341379.078125000000000,8000967615.649471282958984,60923219533901.476562500000000,26250.800498898934165,0.080550190468083,612181.447557430830784,0.023056182827461,638432.271112552960403,26.172018266730909,Very Low,November 2021
6,S08,Colorado,CO,08,5029196,576500405000.000000000000000,7489216000.000000000000000,103639.801773564438918,32.676690152671064,Relatively Moderate,60.784313725490193,485474797.457579135894775,341629203.840719759464264,15.992910744404222,121546121.657472118735313,22299471.959387242794037,421.000000000000000,42000000.000000000000000,210.000000000000000,1596000000.000000000000000,1638000000.000000000000000,16310.401937803553665,1.724790618945214,13108408.703983630985022,13124719.105921434238553,100.000000000000000,Very High,,,,,,,,,,,Not Applicable,64.000000000000000,398784946578.366638183593750,3429983.723942771553993,26067876301965.066406250000000,6970378036.862345695495605,26473631626580.292968750000000,17796.048959397321596,1.022834155513867,7773539.581905391998589,4247387.961906499229372,12038723.592771433293819,66.746549212923185,Relatively High,2688.000000000000000,5342336154.348480224609375,5342336154.348480224609375,12085243.216995021328330,12085243.216995021328330,21.098536064577594,Relatively Low,,576500405000.000000000000000,5029196.000000000000000,38221889600000.000000000000000,38798390005000.000000000000000,10978315.199999999254942,0.053989450000000,410319.820000000006985,11388635.019999999552965,11.475071685152729,Relatively Low,94.000000000000000,576500405000.000000000000000,5029196.000000000000000,38221889600000.000000000000000,7489215999.999979019165039,38805879221000.000000000000000,146691010.608476281166077,0.597384784397247,4540124.361419073306024,4777789.127485310658813,156008924.097402065992355,75.074519706214531,Very High,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Very Low,,,,,,,,,,,,,Not Applicable,2.000000000000000,576483837011.805664062500000,5029056.189578809775412,38220827040798.960937500000000,38797310877810.757812500000000,885276.200069680693559,0.074986453064799,569897.043292473652400,1455173.243362232577056,24.861945400033033,Relatively Low,157.000000000000000,123338518317.530700683593750,867121.709221503930166,6590124990083.430664062500000,6713463508400.960937500000000,342324.921112209558487,1.187018955463964,9021344.061526125296950,9363668.982638267800212,55.122169493886751,Relatively High,622.000000000000000,576500405000.000000000000000,5029196.000000000000000,38221889600000.000000000000000,38798390005000.000000000000000,515876.893186075438280,2.278685090573045,17318006.688355140388012,17833883.581541106104851,52.138161017388079,Relatively High,,17589104539.490596771240234,135959.870158429926960,1033295013204.067504882812500,210807384.223953515291214,1051094925127.781982421875000,59248614.337550848722458,2.824774964470252,21468289.729973912239075,804512.381690705311485,81521416.449215456843376,31.662578497733310,Relatively Moderate,24.000000000000000,576500405000.000000000000000,5029196.000000000000000,38221889600000.000000000000000,7489215999.999979019165039,38805879221000.000000000000000,3873812.122005376033485,0.839019643725318,6376549.292312414385378,182820.585863298299955,10433182.000181784853339,46.969236198985435,Relatively Moderate,1577.000000000000000,576500405000.000000000000000,5029196.000000000000000,38221889600000.000000000000000,7489216000.000000000000000,38805879221000.000000000000000,73062579.175716117024422,5.251348533900175,39910248.857641331851482,182695.673801388649736,113155523.707158833742142,50.749321010510499,Relatively Moderate,,,,,,,,,,,Not Applicable,,,,,,,,,,,Not Applicable,,43318420772.096794128417969,312257.446877158479765,2373156596266.404785156250000,1061849718.546864628791809,2417536866757.048339843750000,45035966.779223419725895,0.015688806686515,119234.930817511340138,15952.731681167815623,45171154.441721931099892,40.007733967109715,Relatively Moderate,1039.000000000000000,451928167970.029296875000000,3865772.610523042734712,29379871839975.125000000000000,7367971665.959427833557129,29839167979611.109375000000000,961321.152482545585372,0.122389287663829,930158.586245098267682,3070.279963850203785,1894550.018691452918574,38.097850378586017,Relatively Low,November 2021
